Actor	Facebook likes	Actor Genre
Danny Dyer	798	Comedy
Laura Harris	345	Comedy
Dulé Hill	922	Drama
Kerry Cahill	146	Drama
Lee Norris	553	Drama
Jorge Luis Moreno	78	Drama
Andrés Montiel	61	Drama
William Miller	36	Drama
Jared Gilman	545	Comedy
Harvey Weinstein	474	Comedy
Sandra Echeverría	422	Drama
Nicholas Hamilton	147	Drama
Reef Ireland	52	Drama
Sean Keenan	51	Drama
Glenn Plummer	240	Crime
Drew Fuller	906	Romance
Drew Waters	848	Comedy
Leonor Watling	161	Crime
Danny Sapani	102	Crime
Damian Walshe-Howling	122	Horror
Gyton Grantley	109	Horror
Adrienne Pickering	72	Horror
Teryl Rothery	298	Drama
Craig Fairbrass	258	Drama
Adrian Holmes	126	Drama
Shane Pollard	485	Drama
Mishael Morgan	152	Drama
Chase Armitage	111	Drama
Michael McElhatton	415	Drama
Amanda Troop	196	Adventure
Veronica Ferres	30000	Drama
Charlotte Bøving	10	Comedy
Sigríður María Egilsdóttir	5	Comedy
Sendhil Ramamurthy	1000	Drama
Shabana Azmi	95	Comedy
Jesse Moss	136	Drama
John Light	46	Drama
Luke Perry	608	Drama
Dal-su Oh	7	Action
Victor Rivers	228	Drama
Enrique Murciano	195	Drama
Akon	262	Action
Burt Kwouk	462	Action
Emmanuelle Riva	432	Drama
Jean-Louis Trintignant	319	Drama
Jesse Garcia	200	Action
Spencer Tracy	760	Drama
Carmen Maura	148	Comedy
Antonio de la Torre	82	Comedy
John Vernon	187	Adventure
Don Francks	123	Adventure
Jizelle Jade	33000	Adventure
Michaela McManus	476	Action
Luisa D'Oliveira	129	Action
Bárbara Mori	594	Action
Steven Michael Quezada	412	Action
Luke Ford	110	Drama
Katrina Kaif	3000	Drama
Vic Waghorn	1000	Drama
Bolaji Badejo	513	Horror
Edwin Neal	371	Horror
Marilyn Burns	177	Horror
Rosalind Harris	51	Drama
Earl Cameron	189	Action
Shanley Caswell	383	Horror
Parker Bagley	123	Comedy
Alessandro Preziosi	26	Comedy
Lunetta Savino	16	Comedy
Jarrod Bunch	862	Comedy
Catherine Hicks	311	Fantasy
Alex Vincent	189	Fantasy
Dinah Manoff	118	Fantasy
Tucker Albrizzi	203	Documentary
Bill Clinton	184	Documentary
Roberta Valderrama	908	Action
Don Ameche	392	Comedy
Denholm Elliott	249	Drama
Ralph Bellamy	199	Comedy
Patrick Cranshaw	127	Comedy
Danny Webb	130	Drama
Gbenga Akinnagbe	338	Comedy
Kristin Lehman	187	Action
Nicky Katt	127	Drama
Dylan Kussman	35	Action
Chris Young	219	Comedy
Ronn Moss	177	Drama
Katherine Kelly Lang	170	Drama
Hunter Tylo	140	Drama
John Carradine	300	Comedy
Robert Urich	297	Action
Carly Schroeder	261	Drama
Janet McTeer	277	Drama
Jung-min Hwang	45	Fantasy
Jun Kunimura	5	Fantasy
Woo-hee Chun	0	Fantasy
Heather Morris	892	Documentary
Kevin McHale	748	Documentary
Chatchai Plengpanich	6	Action
Mai Charoenpura	6	Action
Julie Engelbrecht	41	Comedy
Lionel Abelanski	5	Comedy
Gary McDonald	25	Drama
Q'orianka Kilcher	679	Drama
Jacqueline McKenzie	185	Drama
Vince Colosimo	62	Drama
Peter Callan	18	Drama
Lars Mikkelsen	573	Drama
Thure Lindhardt	197	Drama
Perrey Reeves	230	Comedy
John Henshaw	35	Crime
Ronit Elkabetz	168	Drama
Émilie Dequenne	98	Drama
David Gulpilil	93	Adventure
Steven Waddington	212	Action
Harrison Gilbertson	174	Drama
Steve Le Marquand	59	Drama
Maïwenn	236	Crime
James Arnold Taylor	296	Action
Celina Jade	305	Action
Debrianna Mansini	175	Drama
Frederic Forrest	236	Drama
Alan Bates	122	Drama
David Hemmings	178	Adventure
Milo O'Shea	170	Adventure
Bjørn Sundquist	35	Adventure
Louisa Milwood-Haigh	6	Adventure
Stian Smestad	3	Adventure
Molly Hagan	133	Comedy
Max Beesley	218	Drama
Valarie Pettiford	202	Drama
Brad James	559	Drama
Yu-mi Jeong	28	Action
Sung-kee Ahn	15	Action
Samuel Roukin	179	Biography
Jimmy Shergill	327	Drama
Christopher B. Duncan	81	Adventure
Robert Redford	0	Action
Casey Siemaszko	107	Adventure
Vanessa Martinez	39	Adventure
Clive Standen	687	Comedy
Padraic Delaney	97	Drama
Orla Fitzgerald	8	Drama
Martin Lucey	6	Drama
Ranbir Kapoor	964	Comedy
Madhuri Dixit	551	Comedy
Aditya Roy Kapoor	417	Comedy
Peter Ustinov	440	Drama
Deborah Kerr	426	Drama
Robert Taylor	346	Biography
Necati Sasmaz	205	Action
Bergüzar Korel	197	Action
Ghassan Massoud	173	Action
Jim Henson	985	Adventure
James Huang	85	Crime
Lindsay Price	499	Comedy
Eleanor Parker	354	Biography
Angela Cartwright	209	Biography
Nicholas Hammond	195	Biography
Howard Morris	161	Comedy
Patrick Cronin	51	Comedy
Steven Christopher Parker	150	Comedy
Jill Talley	27	Comedy
Frances Lee McCain	107	Adventure
Noah Huntley	133	Drama
Megan Burns	32	Drama
David Schneider	27	Drama
Jennifer Freeman	389	Drama
Marques Houston	363	Drama
Steve Harvey	360	Drama
James Kyson	449	Thriller
David Denman	332	Horror
Daisy Betts	297	Horror
Mackenzie Davis	363	Comedy
Lola Glaudini	342	Comedy
Josh Pais	117	Comedy
Tina Gilton	861	Adventure
Natalie Stephany Aguilar	163	Adventure
Justin Hall	102	Adventure
Telly Savalas	803	Action
George Lazenby	314	Action
Nick Wechsler	666	Action
Jeff Marlow	460	Action
Heather Langenkamp	449	Fantasy
Tracy Middendorf	112	Fantasy
Keri Lynn Pratt	292	Drama
Sean Michael Afable	801	Drama
Richard Howland	290	Action
Sarain Boylan	50	Action
Omar Metwally	277	Drama
Diego Velazquez	86	Drama
Christopher Nicholas Smith	434	Comedy
Michaela Watkins	216	Comedy
Fred Armisen	424	Comedy
Samuel West	136	Drama
David Thewlis	0	Animation
Emmanuelle Béart	569	Comedy
Vernee Watson	112	Action
Kevin Rahm	168	Comedy
Robbie Kay	629	Biography
Gina McKee	291	Biography
Laurel Holloman	273	Drama
Amy Locane	200	Biography
Marina Sirtis	649	Adventure
Sean Lennon	61	Adventure
Mick Lally	5	Adventure
Evan McGuire	4	Adventure
Karen Pittman	12	Drama
Mary Catherine Garrison	7	Drama
Tony Devon	257	Drama
Alexa Havins	209	Crime
Alexia Fast	553	Comedy
Kesun Loder	33	Comedy
Larry Drake	513	Crime
Chris Owen	526	Comedy
Ian Tracey	144	Drama
Zen McGrath	63	Drama
William Shimell	47	Drama
Mitsuo Iwata	6	Action
Takeshi Kusao	5	Action
Tesshô Genda	4	Action
Roy Dupuis	265	Biography
Julie LeBreton	23	Biography
Rachel Ann Mullins	31000	Action
Leehom Wang	163	Action
Ruby Lin	20	Action
Jack Kao	11	Action
Darren Boyd	112	Comedy
Mckenna Grace	502	Drama
Lucy Fry	206	Drama
Natalie Coughlin	189	Drama
Jean-Claude Lecas	15	Crime
Mark Wingett	524	Drama
Kacey Clarke	376	Action
Anna Katarina	26	Action
Scott Takeda	981	Action
Helena Mattsson	505	Action
Craig Sheffer	391	Action
Jessica Tandy	509	Drama
Patti LuPone	325	Comedy
Françoise Yip	186	Action
Anita Mui	147	Action
Garvin Cross	36	Action
Reda Kateb	154	Drama
Ángela Molina	40	Drama
Todd Louiso	88	Comedy
Stanislav Ianevski	658	Horror
Ellie Kendrick	221	Drama
Nastassja Kinski	518	Comedy
Molly Parker	611	Comedy
Richard Bull	742	Comedy
Eric Johnson	373	Drama
Roschdy Zem	59	Comedy
Natalie Mendoza	158	Drama
Nathin Butler	65	Action
Razaaq Adoti	36	Action
Saif Ali Khan	532	Comedy
Mary Goggin	249	Comedy
Vic Aviles	60	Comedy
Danielle Darrieux	106	Animation
Max Riemelt	287	Drama
Elyas M'Barek	150	Drama
Jennifer Ulrich	93	Drama
Charles Baker	500	Horror
George Coe	488	Action
Ayla Kell	440	Action
Aki Aleong	284	Action
Brahim Achabbakhe	96	Action
Jill St. John	175	Action
Cynthia Rhodes	174	Drama
Lee Ving	92	Drama
Ian Mune	18	Drama
Geneviève Lemon	11	Drama
Emma Caulfield	970	Horror
Angus Sampson	82	Horror
Clifton James	189	Action
Cody Linley	430	Drama
Sakina Jaffrey	109	Comedy
Paulina Gerzon	61	Comedy
Michael J. Burg	68	Biography
Kwesi Ameyaw	27	Biography
Hervé Villechaize	387	Action
MyAnna Buring	513	Horror
Shauna Macdonald	239	Adventure
Craig Conway	159	Adventure
Bob Costas	69	Documentary
Allison Miller	479	Horror
Vanessa Ray	270	Horror
Mary Tyler Moore	524	Comedy
Ken Foree	649	Crime
Rick Fox	256	Comedy
Matthew McGrory	340	Horror
Erin Daniels	303	Horror
Bernard Fox	246	Horror
Elizabeth MacRae	29	Horror
Charles Aidman	23	Horror
Fred Melamed	105	Comedy
Peter Breitmayer	98	Comedy
Darryl Stephens	658	Drama
Teddy Sears	343	Drama
Irvin Kershner	883	Drama
Barbara Hershey	618	Drama
Jonathan Brandis	761	Comedy
George Wendt	412	Comedy
Anupam Kher	397	Drama
Roy Billing	116	Adventure
Deborah Mailman	46	Drama
Lil' Wayne	442	Comedy
Michael J. Pollard	206	Action
Alastair Duncan	38	Action
Nathaniel Lees	43	Adventure
Miriama Smith	35	Adventure
Randy Couture	518	Drama
Katie Aselton	224	Comedy
Cheryl Ladd	476	Drama
Ashley Gerasimovich	77	Drama
Samantha Barks	2000	Drama
Jennifer Butler	455	Drama
Rick Rossovich	172	Comedy
Terence Hill	750	Adventure
Jack O'Halloran	375	Adventure
Valérie Lemercier	39	Comedy
Nathalie Fay	227	Comedy
Erin Wasson	106	Comedy
Susie Abromeit	216	Comedy
Derek Wayne Johnson	184	Comedy
Richard Graham	13	Comedy
Casey Affleck	0	Adventure
Eleanor Bron	52	Drama
Leonid Yarmolnik	4	Drama
Yuriy Tsurilo	4	Drama
Valentin Golubenko	0	Drama
David Della Rocco	333	Action
Bob Marley	184	Action
Stephen Au	4	Action
Erin Fitzgerald	99	Adventure
Wendee Lee	62	Adventure
Ivan Okhlobystin	26	Adventure
Debi Derryberry	122	Action
Kate Higgins	35	Action
Cindy Robinson	29	Action
Sydney Penny	240	Western
Ben Browder	878	Action
Olesya Rulin	578	Comedy
Gordon Pinsent	149	Drama
Justin Edward Seale	147	Drama
John Ralston	63	Drama
Rex Baker	15000	Crime
Travis Aaron Wade	493	Crime
Heike Makatsch	177	Biography
Johanna Wokalek	66	Biography
Maria Schrader	36	Biography
Jason Cerbone	83	Crime
Mark De Alessandro	83	Crime
Gil Bellows	261	Drama
Mélissa Désormeaux-Poulin	66	Drama
Ahmad Massad	58	Drama
Laura Morante	60	Comedy
Silvio Muccino	29	Comedy
Giulia Michelini	11	Comedy
Fernanda Machado	39	Action
André Ramiro	15	Action
Annabelle Wallis	421	Horror
Gabriel Bateman	300	Horror
Magda Szubanski	46	Comedy
Jessica Mauboy	38	Comedy
John Cothran	27	Crime
Lloyd Avery II	26	Crime
Na'Blonka Durden	15	Crime
Rosanna DeSoto	63	Biography
Danielle von Zerneck	51	Biography
Rita Moreno	804	Comedy
Len Cariou	167	Comedy
Sandy Dennis	146	Comedy
Marin Hinkle	230	Comedy
Jake Cherry	180	Comedy
David Wayne	116	Sci-Fi
Paula Kelly	112	Sci-Fi
Eric Christmas	45	Sci-Fi
Merab Ninidze	56	Biography
Juliane Köhler	36	Biography
Matthias Habich	8	Biography
Emily Podleski	1000	Drama
Sara-Marie Maltha	2	Drama
Stellan Skarsgård	0	Drama
Florian Lukas	65	Drama
Chulpan Khamatova	51	Drama
Mark Bazeley	54	Biography
Maurice Roëves	27	Biography
Linnea Quigley	431	Horror
Clu Gulager	426	Horror
Beverly Randolph	358	Comedy
Maria Pia Calzone	18	Crime
Fortunato Cerlino	9	Crime
Marco D'Amore	5	Crime
Olivia Newton-John	1000	Musical
Osama bin Laden	503	Documentary
Stevie Wonder	328	Documentary
Ricky Martin	282	Documentary
Katharine Ross	640	Drama
Ted Cassidy	566	Biography
Kenneth Mars	399	Biography
Ed Wynn	382	Comedy
Glynis Johns	279	Comedy
Elsa Lanchester	266	Comedy
George Chakiris	271	Crime
Rodney Dangerfield	573	Comedy
Lisa Wilcox	321	Fantasy
Kelly Jo Minter	101	Fantasy
Matthew Borlenghi	92	Fantasy
Erik Estrada	583	Comedy
John D'Leo	245	Drama
Ajay Naidu	120	Drama
Lillian Gish	436	Drama
Jennifer Jones	332	Drama
Tom Atkins	381	Sci-Fi
Ossie Davis	282	Comedy
Richard Norton	155	Action
Rachel Blakely	64	Action
John Lynch	161	Comedy
David Alan Grier	360	Comedy
Abby Mukiibi Nkaaga	25	Biography
Tamara Glynn	256	Horror
Brandon Smith	106	Comedy
Rick Dial	84	Comedy
Daryl Hannah	0	Adventure
Amy Madigan	221	Drama
Luis E. Carazo	546	Comedy
Dominik García-Lorido	130	Comedy
Wale Ojo	28	Comedy
Annette Badland	497	Comedy
Hugh M. Hefner	373	Comedy
Windell Middlebrooks	308	Comedy
Raquel Alessi	263	Comedy
Lawrence Gilliard Jr.	353	Drama
Jason Dohring	828	Crime
John Cameron Mitchell	263	Comedy
Miriam Shor	261	Comedy
Ryan Bollman	91	Action
Todd Susman	82	Action
Rachel Alig	397	Drama
Monda Scott	77	Drama
Alexis Kendra	34	Drama
Lynne Thigpen	230	Comedy
Polly Noonan	15	Comedy
Frederick Weller	152	Drama
William Holden	682	Adventure
Warren Oates	288	Adventure
L.Q. Jones	242	Western
Lesley-Anne Down	187	Adventure
Michael Elphick	34	Adventure
Pamela Salem	20	Adventure
Bryan Dick	104	Drama
Paul Popplewell	53	Drama
Michael Berryman	721	Fantasy
Marc Singer	284	Action
Kendrick Cross	529	Biography
Sammy Nagi Njuguna	316	Biography
Nathalie Baye	67	Drama
Mélanie Doutey	27	Drama
Cara Seymour	71	Drama
Ji-hyun Jun	451	Drama
Diane Ladd	206	Drama
Ritchie Montgomery	90	Drama
Peter McNamara	419	Comedy
Noam Chomsky	103	Documentary
Pat Buchanan	2	Documentary
Bill Baird	0	Documentary
Catherine Bell	636	Action
Robert Wahlberg	99	Drama
John Bell	130	Drama
Sean Cook	816	Action
Blake Ritson	432	Comedy
Debbie Harry	391	Horror
Leslie Carlson	20	Horror
Reiner Schwarz	15	Horror
Shawn Parsons	485	Drama
Li Jun Li	444	Drama
Yorick van Wageningen	163	Drama
Tygo Gernandt	20	Drama
Martijn Lakemeier	19	Drama
Paul Scofield	94	Thriller
Michel Simon	28	Thriller
Trieu Tran	57	Drama
Nathan Jones	635	Action
Johnny Nguyen	380	Action
Simon Bird	229	Comedy
Belinda Stewart-Wilson	223	Comedy
James Buckley	220	Comedy
Parminder Nagra	528	Comedy
Edie Falco	659	Drama
Wesley Jonathan	592	Music
Wayne Brady	378	Action
Eva Marcille	255	Action
Asin	634	Action
Mithun Chakraborty	284	Action
Johnny Lever	61	Action
Jonathan D. Mellor	37	Horror
Pablo Rosso	9	Horror
Andrea Ros	6	Horror
Kayla Jackson	25	Musical
Alexis Biesiada	11	Musical
Kayla Raparelli	10	Musical
Nicholas Bell	35	Biography
Tony Danza	694	Comedy
John Hillerman	258	Mystery
Stephen Macht	113	Comedy
Avery Schreiber	110	Comedy
Jean-Baptiste Maunier	517	Drama
François Berléand	86	Drama
Gérard Jugnot	57	Drama
Luke Kirby	210	Comedy
Claudia Ferri	71	Comedy
Franky G	93	Drama
Danny Aiello	388	Drama
Jean-Pierre Léaud	232	Comedy
Kati Outinen	67	Comedy
Jean-Pierre Darroussin	36	Comedy
Jo Prestia	9	Crime
Lindsay Kay Hayward	31	Comedy
Hitoshi Matsumoto	17	Comedy
Shinobu Terajima	16	Comedy
Madhavan	199	Comedy
David Dastmalchian	290	Drama
Cree Kelly	39	Action
Mike Eshaq	38	Action
Ron Silver	139	Comedy
Shane Meadows	222	Comedy
Aksel Hennie	286	Crime
Synnøve Macody Lund	52	Crime
Julie R. Ølgaard	27	Crime
Adam Butcher	259	Comedy
Jessica Chastain	0	Drama
Colin Farrell	0	Drama
Teresa Wright	208	Drama
George Voskovec	32	Drama
Abhishek Bachchan	374	Drama
Prateik	47	Action
Sumalee Montano	82	Drama
Amiah Miller	509	Horror
Sprague Grayden	438	Horror
Shelley Hennig	707	Horror
Daren Kagasoff	704	Fantasy
John Saxon	506	Action
Jennifer Rubin	150	Action
Eugenio Derbez	399	Drama
Jessica Lindsey	89	Comedy
Hugo Stiglitz	83	Comedy
Matt Shively	235	Horror
Brendon Eggertsen	119	Horror
Alisha Boe	113	Horror
Victor Mature	275	Drama
Herbert Lom	278	Comedy
Catherine Schell	80	Comedy
Robert J. Wilke	53	Adventure
Paul Lukas	51	Adventure
Richard Cabral	510	Fantasy
Gloria Sandoval	358	Fantasy
Molly Ephraim	332	Horror
Jorja Fox	379	Mystery
James Lafferty	972	Horror
Garrett Ryan	202	Horror
Brian O'Halloran	657	Comedy
Jamie Draven	34	Drama
William Schallert	901	Comedy
Helen Martin	287	Comedy
Tony Bonner	492	Adventure
Tom Burlinson	75	Adventure
Constance Shulman	804	Animation
Alice Playten	73	Animation
John Beasley	205	Drama
June Carter Cash	77	Drama
Diana Scarwid	157	Drama
Monica Calhoun	597	Drama
Chrystale Wilson	498	Comedy
Edwin Hodge	200	Horror
Perdita Weeks	161	Horror
Cameron Mills	694	Drama
Gene Tierney	535	Drama
Lindsay Wagner	970	Action
Persis Khambatta	142	Action
Peter Mark Richman	120	Adventure
Scott Reeves	65	Adventure
Rachel Korine	192	Crime
Kim Darby	152	Horror
Daniel Giménez Cacho	43	Adventure
María Aura	19	Adventure
Peter Serafinowicz	605	Comedy
Randy Wayne	984	Drama
Miriam Colon	111	Drama
Kathleen Kinmont	120	Horror
Ellie Cornell	101	Horror
Deborah Foreman	190	Horror
Clayton Rohner	85	Horror
William Sanderson	400	Action
Robert Beltran	268	Action
Ryan Robbins	270	Horror
Andrew Airlie	205	Horror
Sterling Jerins	155	Action
Claire Geare	78	Action
Sahajak Boonthanakit	13	Action
Vanna Bonta	21000	Action
Gina Lollobrigida	746	Drama
George Sanders	333	Drama
Finlay Currie	70	Drama
Gary Cooper	998	Drama
Helen Hayes	164	Drama
Adolphe Menjou	99	Drama
Lauren London	503	Comedy
Lara Jill Miller	93	Action
Colleen O'Shaughnessey	45	Action
Mona Marshall	44	Action
Stéphane Rousseau	28	Comedy
Marina Hands	21	Comedy
Nicol Williamson	136	Adventure
Michael Richards	448	Comedy
Shirley Jones	556	Comedy
Jessica Walter	572	Comedy
Claudia Cardinale	973	Western
Woody Strode	423	Western
Jack Elam	392	Western
Jonathan Silverman	334	Comedy
Matt Berry	572	Drama
Norbert Ferrer	55	Documentary
Guillaume Denaiffe	0	Documentary
Chloe Hollings	0	Documentary
Simon Baker	395	Drama
Olivier Rabourdin	32	Drama
Cassandra Peterson	922	Comedy
Tim Thomerson	162	Comedy
Bess Armstrong	83	Comedy
Liz Mullane	88	Biography
Bobby Batson	849	Drama
Cynthia Barrett	473	Drama
Marilyn Manson	600	Biography
Tim Russ	625	Comedy
Winter Ave Zoli	276	Comedy
Kristoffer Polaha	361	Drama
Darryl Cox	96	Comedy
Lumi Cavazos	65	Comedy
Akshaye Khanna	75	Biography
Bhoomika Chawla	45	Biography
Darshan Jariwala	14	Biography
Jeffrey Frost	6	Crime
Megan Ambuhl Graner	0	Crime
Ken Davis	0	Crime
Raymond Burr	311	Drama
Don Gordon	59	Drama
Jim Byrnes	51	Drama
Judith Anderson	197	Drama
Paul Fix	116	Adventure
Laraine Day	100	Adventure
Sara Gilbert	697	Drama
Meghan Ory	889	Comedy
Marc Trottier	680	Comedy
Corey Sevier	383	Comedy
Ocean James	432	Horror
Patch Darragh	309	Horror
Olivia DeJonge	99	Horror
Mike Figueroa	343	Crime
Daniel Stewart Sherman	29	Crime
Kel O'Neill	15	Crime
Alice Evans	227	Mystery
Glenn Campbell	46	Horror
Sandra Staggs	21	Horror
Jelena Nik	14	Horror
Luis Tosar	331	Drama
Tony Corvillo	93	Drama
Marta Etura	78	Drama
Doug Bradley	337	Comedy
Georgia Groome	141	Crime
John Stamos	2000	Animation
Patricia Neal	617	Drama
Katie Leclerc	483	Drama
Timothy Omundson	816	Comedy
David Adam Flannery	394	Comedy
Cyndi Lauper	732	Animation
Irène Jacob	316	Drama
Tomiwa Edun	179	Drama
Lisa Kay	126	Action
David Huddleston	1000	Action
David Raizor	784	Family
Cody Howard	763	Family
Mikal Vega	741	Action
Michael Dudikoff	615	Action
Ed Quinn	538	Action
Julia Jentsch	61	Comedy
Ivan Barnev	12	Comedy
Milan Lasica	4	Comedy
Birol Ünel	269	Comedy
Joseph Mawle	537	Horror
Takashi Miike	1000	Horror
Robert Longstreet	41	Drama
Katherine Helmond	339	Fantasy
Bill Johnson	237	Comedy
Lou Perryman	28	Comedy
Jim Siedow	14	Comedy
Bob Dylan	476	Biography
Yayaying Rhatha Phongam	428	Crime
Isild Le Besco	40	Drama
Emmanuelle Bercot	20	Drama
Bhama	5	Comedy
Diganth	0	Comedy
Dileep Raj	0	Comedy
Jack McElhone	16	Drama
Keith Carradine	584	Western
Jacques Gamblin	52	Comedy
Zinedine Soualem	9	Comedy
Kim Ly	140	Comedy
Bubba Smith	760	Comedy
Christopher Atkins	511	Romance
James Fleet	398	Comedy
Royal Dano	232	Adventure
Richard Basehart	169	Adventure
James Robertson Justice	68	Adventure
Indiana Evans	560	Crime
Kevin Michael Richardson	441	Crime
Peter Spellos	126	Crime
Louise Lasser	167	Drama
Dana Andrews	188	Romance
Jeanne Crain	135	Musical
Frank McHugh	37	Musical
Mía Maestro	341	Drama
Juan Luis Galiardo	26	Drama
Miguel Ángel Solá	4	Drama
Juan Fernández	491	Drama
Alex Kendrick	589	Drama
Sarah Drew	416	Comedy
James Duval	701	Drama
Jaime Camil	274	Adventure
Gerardo Taracena	154	Adventure
Joaquín Cosio	122	Adventure
Jan Decleir	25	Crime
Fedja van Huêt	20	Crime
Hans Kesting	3	Crime
Rich Pecci	1000	Comedy
Yeong-ae Lee	126	Crime
Hye-jeong Kang	38	Drama
Nicolas Giraud	24	Biography
Clovis Fouin	12	Biography
Marie Féret	9	Biography
Artyom Bogucharskiy	2	Crime
Lyubov Agapova	0	Crime
Sana Saeed	82	Drama
Dimple Kapadia	62	Drama
Katherine McNamara	19000	Comedy
Dove Cameron	570	Comedy
Braeden Lemasters	212	Comedy
Sameer Ali Khan	26	Action
Purab Kohli	12	Action
Jonathan Crombie	517	Drama
Megan Follows	505	Drama
Michael J. Morris	298	Action
Lateef Crowder	261	Action
James Fox	146	Crime
Amanda Redman	100	Crime
Fabian Bolin	309	Action
Matias Varela	93	Action
Rawiri Paratene	20	Drama
Tammy Davis	8	Drama
Vidya Balan	464	Comedy
Paresh Rawal	106	Comedy
Yangzom Brauen	29	Mystery
Claude-Oliver Rudolph	9	Mystery
Anna Katharina Schwabroh	7	Mystery
Aleksey Chadov	28	Fantasy
Zhanna Friske	16	Fantasy
Art Hindle	110	Comedy
Susan Clark	95	Comedy
Tony Ganios	95	Comedy
Kathleen Munroe	231	Horror
Judith O'Dea	125	Drama
Duane Jones	108	Drama
S. William Hinzman	56	Drama
Catherine Lambert	11	Drama
Gloria Grahame	232	Drama
Dorothy Lamour	178	Drama
Cornel Wilde	132	Drama
Marcus Lyle Brown	80	Drama
David A Cole	428	Drama
Harold Gould	222	Comedy
Adam Hicks	326	Mystery
Katy Jurado	119	Drama
Sidney James	69	Drama
Meg Foster	355	Horror
George 'Buck' Flower	133	Horror
Gordon Jackson	145	Adventure
Marlee Matlin	847	Comedy
Armin Shimerman	428	Comedy
Ashley Bell	400	Drama
Ellar Coltrane	230	Drama
Lorelei Linklater	193	Drama
Libby Villari	127	Drama
Dr. Dre	231	Comedy
DJ Pooh	69	Comedy
Montgomery Clift	862	Drama
Kevin McCarthy	403	Drama
Thelma Ritter	268	Drama
William Hickey	246	Comedy
Peter Appel	27	Comedy
Fernando Cayo	143	Drama
Ashley Rickards	986	Comedy
Gabriel Iglesias	511	Comedy
Philippe Noiret	148	Drama
Amy Hill	242	Comedy
Alan Taylor	12	Documentary
Benjamin Fletcher	0	Documentary
Aaron Hughes	113	Comedy
Anna Gunn	1000	Action
Stephanie Leonidas	420	Adventure
Rob Brydon	161	Adventure
Collin Alfredo St. Dic	48	Documentary
Balinese Tari Legong Dancers	0	Documentary
Puti Sri Candra Dewi	0	Documentary
Eva LaRue	576	Adventure
Elena Satine	842	Drama
Leos Carax	227	Drama
Ronnie Gene Blevins	221	Drama
Hal Landon Jr.	195	Horror
Kathleen Robertson	774	Comedy
Beth Broderick	209	Horror
Hector Kotsifakis	623	Drama
Adriana Barraza	85	Drama
Arcelia Ramírez	69	Drama
Jordan Trovillion	163	Crime
Zoe Levin	67	Crime
Rachel Griffiths	578	Comedy
Alan Williams	29	Comedy
Rob Jarvis	15	Comedy
Danny Arroyo	575	Comedy
Enrique Villén	27	Comedy
Aida Folch	9	Comedy
Connor Paolo	530	Drama
Michael Cerveris	238	Drama
Doug Brochu	254	Comedy
Tiffany Thornton	248	Comedy
Brandon Mychal Smith	218	Comedy
Jesuíta Barbosa	9	Drama
Angelo Tsarouchas	246	Comedy
Elena Lyadova	45	Adventure
Eugenia Khirivskaya	22	Adventure
Howard Caine	69	Drama
Saad Siddiqui	223	Drama
Bonnie Lee Bouman	11	Drama
Fadia Nadda	5	Drama
Jean Harlow	431	Drama
Marian Marsh	12	Drama
James Hall	4	Drama
Peter Jacobson	183	Comedy
Shannon Woodward	637	Horror
Kira McLean	359	Horror
Robin McLeavy	399	Horror
Jessica McNamee	129	Horror
Victoria Thaine	35	Horror
Kristen Quintrall	166	Horror
Rachel Sterling	134	Horror
Black Thomas	104	Horror
Brooke D'Orsay	271	Comedy
Rachel Hendrix	544	Drama
Diana Vickers	111	Adventure
Susannah York	269	History
Hattie McDaniel	503	Drama
George Reeves	384	Drama
Thomas Mitchell	248	Drama
Marama Corlett	196	Biography
Slim Pickens	575	Western
Keenan Wynn	277	Comedy
Howard Keel	244	Musical
Betty Hutton	83	Biography
Alex Macqueen	106	Comedy
Fernanda Montenegro	119	Drama
Seu Jorge	69	Drama
Fernanda Torres	24	Drama
Gladys Cooper	89	Adventure
Reginald Owen	78	Adventure
Ellen Ross	48	Adventure
Alice Olivia Clarke	117	Drama
Jamie Farr	421	Comedy
Mike Farrell	395	Comedy
Brenda Vaccaro	183	Drama
Barnard Hughes	89	Drama
John McGiver	77	Drama
Lesley Sharp	121	Comedy
Peter Graves	628	Comedy
Lloyd Bridges	575	Comedy
Barbara Billingsley	318	Comedy
Jon Osbeck	6	Action
Ta'Rhonda Jones	912	Drama
John Forsythe	255	Biography
Will Geer	188	Biography
Colleen Dewhurst	157	Drama
Peter Finch	139	Drama
Beatrice Straight	75	Drama
Bernard Cribbins	195	Thriller
Clive Swift	118	Thriller
Kate Dickie	191	Horror
Joe Estevez	625	Comedy
Master P	118	Comedy
Anthony Johnson	78	Comedy
Michael McGlone	111	Comedy
Ricardo Darín	827	Drama
Soledad Villamil	88	Drama
Guillermo Francella	50	Drama
Gideon Emery	430	Horror
Gloria Votsis	209	Horror
Derek Magyar	108	Horror
Dan Hicks	328	Comedy
Kassie Wesley DePaiva	199	Comedy
Cassandra Scerbo	689	Horror
Elpidia Carrillo	174	Drama
Zaide Silvia Gutiérrez	16	Drama
Damián Delgado	10	Drama
Otto Jespersen	29	Comedy
Johanna Mørck	4	Comedy
Glenn Erland Tosterud	4	Comedy
Mykel Shannon Jenkins	294	Action
Lara Jean Chorostecki	131	Action
Blaine Anderson	31	Crime
Robert Townsend	467	Comedy
Ash Cook	133	Drama
Genevieve O'Reilly	119	Drama
Grey Griffin	739	Action
Jane Goodall	21	Documentary
