Movie	title_year	duration	gross	genres	plot_keywords	language	content_rating	budget	country	aspect_ratio	color	movie_imdb_link	imdb_score	num_critic_for_reviews	num_user_for_reviews	num_voted_users	facenumber_in_poster	director_facebook_likes	cast_total_facebook_likes	movie_facebook_likes
Harry Potter and the Order of the Phoenix	2007	138	292000866	Adventure	battle|magic|school|teacher|wizard	English	PG-13	150000000	UK	2.35	Color	http://www.imdb.com/title/tt0373889/?ref_=fn_tt_tt_1	7.5	329	1108	355137	3	282	33433	0
Harry Potter and the Goblet of Fire	2005	157	289994397	Adventure	fire|goblet|magic|tournament|wizard	English	PG-13	150000000	UK	2.35	Color	http://www.imdb.com/title/tt0330373/?ref_=fn_tt_tt_1	7.6	295	1896	385670	1	179	53413	0
Hancock	2008	102	227946274	Action	bully comeuppance|destruction|prison|superhero|tough girl	English	PG-13	150000000	USA	2.35	Color	http://www.imdb.com/title/tt0448157/?ref_=fn_tt_tt_1	6.4	318	590	343648	0	532	21584	0
I Am Legend	2007	104	256386216	Drama	new york city|pandemic|post apocalypse|survivalist|virus	English	PG-13	150000000	USA	2.35	Color	http://www.imdb.com/title/tt0480249/?ref_=fn_tt_tt_1	7.2	323	1413	530870	0	508	13076	11000
Charlie and the Chocolate Factory	2005	115	206456431	Adventure	chocolate|diminution|miniaturization|physical flexability|ticket	English	PG	150000000	USA	1.85	Color	http://www.imdb.com/title/tt0367594/?ref_=fn_tt_tt_1	6.7	276	1361	320284	3	13000	57844	0
Ratatouille	2007	111	206435493	Animation	chef|food|french|rat|restaurant	English	G	150000000	USA	2.35	Color	http://www.imdb.com/title/tt0382932/?ref_=fn_tt_tt_1	8.0	318	626	473887	0	663	4764	10000
Batman Begins	2005	128	205343774	Action	armored car|gangster|gotham|mixed martial arts|social decay	English	PG-13	150000000	USA	2.35	Color	http://www.imdb.com/title/tt0372784/?ref_=fn_tt_tt_1	8.3	478	2685	980946	0	22000	59558	15000
Madagascar: Escape 2 Africa	2008	89	179982968	Action	africa|madagascar|new york city|sequel|zoo	English	PG	150000000	USA	1.85	Color	http://www.imdb.com/title/tt0479952/?ref_=fn_tt_tt_1	6.7	167	119	146019	0	35	3285	0
Night at the Museum: Battle of the Smithsonian	2009	105	177243721	Adventure	hdtv|motorcycle|museum|security guard|tyrannosaurus rex	English	PG	150000000	USA	2.35	Color	http://www.imdb.com/title/tt1078912/?ref_=fn_tt_tt_1	5.9	185	209	130272	2	189	54039	2000
X-Men Origins: Wolverine	2009	119	179883016	Action	army|civil war|claw fight|commando|wolverine the character	English	PG-13	150000000	USA	2.35	Color	http://www.imdb.com/title/tt0458525/?ref_=fn_tt_tt_1	6.7	350	641	361924	0	151	40054	0
The Matrix Revolutions	2003	129	139259759	Action	battle|epic|fight|future|machine	English	R	150000000	Australia	2.35	Color	http://www.imdb.com/title/tt0242653/?ref_=fn_tt_tt_1	6.7	245	2121	364948	0	0	1062	0
Frozen	2013	102	400736600	Adventure	magic|sister love|sister sister relationship|snow|snowman	English	PG	150000000	USA	2.24	Color	http://www.imdb.com/title/tt2294629/?ref_=fn_tt_tt_1	7.6	406	904	421658	0	69	2582	58000
The Matrix Reloaded	2003	138	281492479	Action	car motorcycle chase|one against many|oracle|prophecy|stylized violence	English	R	150000000	USA	2.35	Color	http://www.imdb.com/title/tt0234215/?ref_=fn_tt_tt_1	7.2	275	2789	421818	0	0	534	0
Thor: The Dark World	2013	112	206360018	Action	arrest|portal|thor|warrior|weapon	English	PG-13	170000000	USA	2.35	Color	http://www.imdb.com/title/tt1981115/?ref_=fn_tt_tt_1	7.1	486	532	414070	3	230	59803	63000
Mad Max: Fury Road	2015	120	153629485	Action	australia|desert|escape|on the run|post apocalypse	English	R	150000000	Australia	2.35	Color	http://www.imdb.com/title/tt1392190/?ref_=fn_tt_tt_1	8.1	739	1588	552503	0	750	40025	191000
Angels & Demons	2009	146	133375846	Mystery	conclave|illuminati|murder|reference to bernini|reference to raphael	English	PG-13	150000000	USA	2.35	Color	http://www.imdb.com/title/tt0808151/?ref_=fn_tt_tt_1	6.7	298	435	207839	2	2000	16948	0
Thor	2011	115	181015141	Action	battle|marvel cinematic universe|scientist|thor|throne	English	PG-13	150000000	USA	2.35	Color	http://www.imdb.com/title/tt0800369/?ref_=fn_tt_tt_1	7.0	516	738	536314	1	0	60059	63000
Bolt	2008	96	114053579	Adventure	cat|dog|hamster|new york city|superpower	English	PG	150000000	USA	1.85	Color	http://www.imdb.com/title/tt0397892/?ref_=fn_tt_tt_1	6.9	225	178	146766	0	59	20007	0
G-Force	2009	88	119420252	Action	fbi director|guinea pig|household appliance|secret agent|talking mouse	English	PG	150000000	USA	2.35	Color	http://www.imdb.com/title/tt0436339/?ref_=fn_tt_tt_1	5.1	145	90	33042	0	12	2217	0
Wrath of the Titans	2012	99	83640426	Action	ares|hades|titan|underworld|zeus	English	PG-13	150000000	USA	1.85	Color	http://www.imdb.com/title/tt1646987/?ref_=fn_tt_tt_1	5.8	310	253	152826	0	473	16184	19000
Dark Shadows	2012	113	79711678	Comedy	camera shot of feet|cartoon on tv|female stockinged feet|female stockinged soles|foot closeup	English	PG-13	100000000	USA	1.85	Color	http://www.imdb.com/title/tt1077368/?ref_=fn_tt_tt_1	6.2	526	479	199039	7	13000	80849	82000
Mission: Impossible - Rogue Nation	2015	131	195000874	Action	capture|computer hacker|mission|rogue agent|spy	English	PG-13	150000000	China	2.35	Color	http://www.imdb.com/title/tt2381249/?ref_=fn_tt_tt_1	7.4	465	440	232187	0	188	21840	47000
The Wolfman	2010	119	61937495	Drama	asylum|death|full moon|transformation|werewolf	English	R	150000000	USA	1.85	Color	http://www.imdb.com/title/tt0780653/?ref_=fn_tt_tt_1	5.8	357	432	89442	0	394	13071	0
Bee Movie	2007	91	126597121	Adventure	bee|dream sequence|egg|scatological humor|squashed bug	English	PG	150000000	USA	1.85	Color	http://www.imdb.com/title/tt0389790/?ref_=fn_tt_tt_1	6.2	194	206	105902	0	58	6576	0
Kung Fu Panda 2	2011	90	165230261	Action	china|kung fu|panda|peacock|tigress	English	PG	150000000	USA	2.35	Color	http://www.imdb.com/title/tt1302011/?ref_=fn_tt_tt_1	7.3	284	209	182718	0	90	21015	20000
The Last Airbender	2010	103	131564731	Action	avatar|fire|kingdom|tribe|water	English	PG	150000000	USA	2.35	Color	http://www.imdb.com/title/tt0938283/?ref_=fn_tt_tt_1	4.2	280	1382	118951	0	0	2857	18000
Mission: Impossible III	2006	124	133382309	Action	arms dealer|fictional government agency|mission|rescue|vatican	English	PG-13	150000000	USA	2.35	Color	http://www.imdb.com/title/tt0317919/?ref_=fn_tt_tt_1	6.9	310	871	256695	0	14000	34817	0
White House Down	2013	131	73103784	Action	black u.s. president|president|secret service|tour|white house	English	PG-13	150000000	USA	2.35	Color	http://www.imdb.com/title/tt2334879/?ref_=fn_tt_tt_1	6.4	339	434	164238	2	776	18204	33000
Mars Needs Moms	2011	88	21379315	Action	boy|martian|rescue|robot|sexism	English	PG	150000000	USA	2.35	Color	http://www.imdb.com/title/tt1305591/?ref_=fn_tt_tt_1	5.4	132	112	17590	0	25	2652	0
Flushed Away	2006	85	64459316	Adventure	boat|frog|rat|sewer|toad	English	PG	149000000	UK	1.85	Color	http://www.imdb.com/title/tt0424095/?ref_=fn_tt_tt_1	6.7	135	122	85086	0	42	35161	0
Pan	2015	111	34964818	Adventure	1940s|child hero|fantasy world|orphan|reference to peter pan	English	PG	150000000	USA	2.35	Color	http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1	5.8	256	186	39956	4	456	21393	24000
Mr. Peabody & Sherman	2014	92	111505642	Adventure	dog|father son relationship|inventor|talking dog|time travel	English	PG	145000000	USA	1.85	Color	http://www.imdb.com/title/tt0864835/?ref_=fn_tt_tt_1	6.9	196	130	47900	2	50	5810	11000
Troy	2004	196	133228348	Adventure	greek|mythology|prince|trojan|troy	English	R	175000000	USA	2.35	Color	http://www.imdb.com/title/tt0332452/?ref_=fn_tt_tt_1	7.2	220	1694	381672	2	249	17944	0
Madagascar 3: Europe's Most Wanted	2012	93	216366733	Adventure	animal|circus|island name in title|lemur|penguin	English	PG	145000000	USA	1.85	Color	http://www.imdb.com/title/tt1277953/?ref_=fn_tt_tt_1	6.9	211	154	119213	0	35	2444	17000
Die Another Day	2002	133	160201106	Action	catfight|clinic|colonel|diamond|patricide	English	PG-13	142000000	UK	2.35	Black and White	http://www.imdb.com/title/tt0246460/?ref_=fn_tt_tt_1	6.1	264	1185	169914	0	93	2538	0
Ghostbusters	2016	116	118099659	Action	ghost|ghostbuster|ghostbusters|male objectification|reboot	English	PG-13	144000000	USA	2.35	Color	http://www.imdb.com/title/tt1289401/?ref_=fn_tt_tt_1	5.5	464	1211	69757	4	176	2097	62000
Armageddon	1998	153	201573391	Action	asteroid|astronaut|bomb|meteorite|outer space	English	PG-13	140000000	USA	2.35	Color	http://www.imdb.com/title/tt0120591/?ref_=fn_tt_tt_1	6.6	167	1171	322395	0	0	26029	11000
Men in Black II	2002	88	190418803	Action	alien|lingerie|lingerie model|m.i.b.|pug	English	PG-13	140000000	USA	1.85	Color	http://www.imdb.com/title/tt0120912/?ref_=fn_tt_tt_1	6.1	208	606	270207	2	188	14823	2000
Beowulf	2007	115	82161969	Action	creature|demon|king|reward|warrior	English	PG-13	150000000	USA	2.35	Color	http://www.imdb.com/title/tt0442933/?ref_=fn_tt_tt_1	6.3	287	505	142440	1	0	31523	3000
Kung Fu Panda 3	2016	95	143523463	Action	china|kung fu|panda|pig|village	English	PG	145000000	USA	2.35	Color	http://www.imdb.com/title/tt2267968/?ref_=fn_tt_tt_1	7.2	210	145	64322	0	5	36095	24000
Mission: Impossible - Ghost Protocol	2011	133	209364921	Action	dubai|kremlin|race against time|russian|terrorist	English	PG-13	145000000	USA	2.35	Color	http://www.imdb.com/title/tt1229238/?ref_=fn_tt_tt_1	7.4	432	512	365104	3	663	21768	35000
Rise of the Guardians	2012	97	103400692	Adventure	belief|box office hit|children|new york city|tooth	English	PG	145000000	USA	1.85	Color	http://www.imdb.com/title/tt1446192/?ref_=fn_tt_tt_1	7.3	256	174	123553	0	52	20645	25000
Fun with Dick and Jane	2005	90	110332737	Comedy	animal abuse|ceo|heist|suburb|unemployment	English	PG-13	100000000	USA	2.35	Color	http://www.imdb.com/title/tt0369441/?ref_=fn_tt_tt_1	6.1	135	258	110788	1	23	1997	2000
The Last Samurai	2003	154	111110575	Action	captain|emperor|honor|japan|samurai	English	R	140000000	USA	2.35	Color	http://www.imdb.com/title/tt0325710/?ref_=fn_tt_tt_1	7.7	190	928	317166	1	380	11945	0
Exodus: Gods and Kings	2014	150	65007045	Action	egypt|exodus|moses|pharaoh|plague	English	PG-13	140000000	UK	2.35	Color	http://www.imdb.com/title/tt1528100/?ref_=fn_tt_tt_1	6.1	314	657	128682	0	0	26490	51000
Star Trek	2009	127	257704099	Action	box office hit|future|lifted by the throat|star trek|vulcan	English	PG-13	150000000	USA	2.35	Color	http://www.imdb.com/title/tt0796366/?ref_=fn_tt_tt_1	8.0	518	1559	504419	0	14000	39284	19000
Spider-Man	2002	121	403706375	Action	evil|goblin|spider|spider man|superhero	English	PG-13	139000000	USA	1.85	Color	http://www.imdb.com/title/tt0145487/?ref_=fn_tt_tt_1	7.3	291	2012	544665	0	0	40484	5000
How to Train Your Dragon 2	2014	102	176997107	Action	dragon|father son relationship|husband wife relationship|mother son relationship|viking	English	PG	145000000	USA	2.35	Color	http://www.imdb.com/title/tt1646971/?ref_=fn_tt_tt_1	7.9	292	343	221128	5	255	23378	46000
Gods of Egypt	2016	126	31141074	Action	ancient egypt|egypt|egyptian|egyptian god|egyptian goddess	English	PG-13	140000000	USA	2.35	Color	http://www.imdb.com/title/tt2404233/?ref_=fn_tt_tt_1	5.5	184	273	51892	4	295	19769	24000
Stealth	2005	121	31704416	Action	artificial intelligence|box office flop|fighter jet|navy|pilot	English	PG-13	135000000	USA	2.35	Color	http://www.imdb.com/title/tt0382992/?ref_=fn_tt_tt_1	5.0	145	388	45455	0	357	2705	0
Watchmen	2009	215	107503316	Action	conspiracy|cynicism|false promise of the american dream|male full frontal nudity|male nudity	English	R	130000000	USA	2.35	Color	http://www.imdb.com/title/tt0409459/?ref_=fn_tt_tt_1	7.7	451	1229	392474	1	0	2530	18000
Lethal Weapon 4	1998	127	129734803	Action	kung fu|lapd|martial arts|private investigator|triad	English	R	140000000	USA	2.35	Color	http://www.imdb.com/title/tt0122151/?ref_=fn_tt_tt_1	6.6	141	287	127497	2	503	6171	0
Hulk	2003	138	132122995	Action	1980s|c 130 hercules|monster|panzer|san francisco california	English	PG-13	137000000	USA	1.85	Color	http://www.imdb.com/title/tt0286716/?ref_=fn_tt_tt_1	5.7	267	1445	212106	0	0	1814	0
G.I. Joe: Retaliation	2013	122	122512052	Action	general|gi joe|martial arts|ninja|president	English	PG-13	130000000	USA	2.35	Color	http://www.imdb.com/title/tt1583421/?ref_=fn_tt_tt_1	5.8	351	288	146352	6	209	31958	42000
Sahara	2005	124	68642452	Action	beach|civil war|desert|dictator|ship	English	PG-13	130000000	UK	2.35	Color	http://www.imdb.com/title/tt0318649/?ref_=fn_tt_tt_1	6.0	163	463	77673	3	42	13073	0
Final Fantasy: The Spirits Within	2001	106	32131830	Action	general|military|scientist|soldier|year 2065	English	PG-13	137000000	USA	1.85	Color	http://www.imdb.com/title/tt0173840/?ref_=fn_tt_tt_1	6.4	166	788	72259	1	6	15015	0
Captain America: The First Avenger	2011	124	176636816	Action	arctic|captain america|scientist|tesseract|war bond	English	PG-13	140000000	USA	2.35	Color	http://www.imdb.com/title/tt0458339/?ref_=fn_tt_tt_1	6.9	510	679	508818	0	394	19761	46000
The World Is Not Enough	1999	128	126930660	Action	british|oil|scientist|terrorist|tycoon	English	PG-13	135000000	UK	2.35	Color	http://www.imdb.com/title/tt0143145/?ref_=fn_tt_tt_1	6.4	197	683	157519	2	150	2037	2000
Master and Commander: The Far Side of the World	2003	138	93926386	Action	1800s|napoleonic wars|pursuit|royal navy|ship	English	PG-13	150000000	USA	2.35	Color	http://www.imdb.com/title/tt0311113/?ref_=fn_tt_tt_1	7.4	244	684	168207	1	608	1205	0
The Twilight Saga: Breaking Dawn - Part 2	2012	115	292298923	Adventure	battle|friend|super strength|vampire|vision	English	PG-13	120000000	USA	2.35	Color	http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1	5.5	322	329	185394	3	386	59177	65000
Happy Feet 2	2011	100	63992328	Animation	3d|antarctica|krill|penguin|sequel	English	PG	135000000	Australia	2.35	Color	http://www.imdb.com/title/tt1402488/?ref_=fn_tt_tt_1	5.9	156	79	32399	0	750	62644	0
The Incredible Hulk	2008	135	134518390	Action	antidote|cure|hulk|marvel cinematic universe|opening action scene	English	PG-13	150000000	USA	2.35	Color	http://www.imdb.com/title/tt0800080/?ref_=fn_tt_tt_1	6.8	354	643	326286	0	255	5811	0
Miami Vice		60		Action	cult tv|detective|drugs|police|undercover	English	TV-14	1500000	USA	1.33	Color	http://www.imdb.com/title/tt0086759/?ref_=fn_tt_tt_1	7.5	21	74	16769	2		1687	0
The BFG	2016	117	52792307	Adventure	cannibal|evil brother|giant|london england|queen	English	PG	140000000	UK	2.35	Color	http://www.imdb.com/title/tt3691740/?ref_=fn_tt_tt_1	6.8	252	106	12572	0	14000	1950	27000
The Revenant	2015	156	183635922	Adventure	bear attack|cauterizing a wound|native american|revenge|survival	English	R	135000000	USA	2.35	Color	http://www.imdb.com/title/tt1663202/?ref_=fn_tt_tt_1	8.1	556	1188	406020	0	0	57108	190000
Turbo	2013	96	83024900	Adventure	accident|freak accident|race|snail|underdog	English	PG	135000000	USA	2.35	Color	http://www.imdb.com/title/tt1860353/?ref_=fn_tt_tt_1	6.5	166	90	62424	0	13	17416	13000
Rango	2011	107	123207194	Adventure	chameleon|lizard|sheriff|water|western town	English	PG	135000000	USA	2.35	Color	http://www.imdb.com/title/tt1192628/?ref_=fn_tt_tt_1	7.2	362	337	183208	0	563	43291	26000
Penguins of Madagascar	2014	92	83348920	Adventure	little girl|park|spy|statue of liberty|television van	English	PG	132000000	USA	1.85	Color	http://www.imdb.com/title/tt1911658/?ref_=fn_tt_tt_1	6.7	153	118	60230	0	35	19963	11000
The Bourne Ultimatum	2007	115	227137090	Action	action hero|cia|dark past|flashback|memory	English	PG-13	110000000	USA	2.35	Color	http://www.imdb.com/title/tt0440963/?ref_=fn_tt_tt_1	8.1	329	820	491077	0	521	17369	0
Kung Fu Panda	2008	92	215395021	Action	kung fu|kung fu master|master|panda|snow leopard	English	PG	130000000	USA	2.35	Color	http://www.imdb.com/title/tt0441773/?ref_=fn_tt_tt_1	7.6	266	360	307029	0	54	12754	6000
Ant-Man	2015	117	180191634	Action	ant|chinatown san francisco|heist|sabotage|vault	English	PG-13	130000000	USA	1.85	Color	http://www.imdb.com/title/tt0478970/?ref_=fn_tt_tt_1	7.4	517	549	313866	6	235	5730	61000
The Hunger Games: Catching Fire	2013	146	424645577	Adventure	president|snow|television|tour|uprising	English	PG-13	130000000	USA	2.35	Color	http://www.imdb.com/title/tt1951264/?ref_=fn_tt_tt_1	7.6	502	706	498397	1	508	49355	82000
Home	2015	94	177343675	Adventure	alien friendship|alien invasion|australia|flying car|mother daughter relationship	English	PG	135000000	USA	1.85	Color	http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1	6.7	165	214	70121	0	12	17883	26000
War of the Worlds	2005	116	234277056	Adventure	alien|fight|storm|survival|tripod	English	PG-13	132000000	USA	1.85	Color	http://www.imdb.com/title/tt0407304/?ref_=fn_tt_tt_1	6.5	401	2741	334345	0	14000	12758	0
Bad Boys II	2003	147	138396624	Action	cuba|dea|drugs|money|undercover	English	R	130000000	USA	2.35	Color	http://www.imdb.com/title/tt0172156/?ref_=fn_tt_tt_1	6.6	94	511	178126	1	0	12954	0
Puss in Boots	2011	90	149234747	Action	betrayal|egg|friend|goose|hero	English	PG	130000000	USA	2.35	Color	http://www.imdb.com/title/tt0448694/?ref_=fn_tt_tt_1	6.7	246	137	114287	0	50	5046	16000
Salt	2010	101	118311368	Action	cia|on the run|russian|russian spy|strong female lead	English	PG-13	110000000	USA	2.35	Color	http://www.imdb.com/title/tt0944835/?ref_=fn_tt_tt_1	6.4	330	514	245621	1	176	12406	23000
Noah	2014	138	101160529	Action	ark|flood|noah's ark|water|wrath of god	English	PG-13	125000000	USA	1.85	Color	http://www.imdb.com/title/tt1959490/?ref_=fn_tt_tt_1	5.8	434	1240	200022	2	0	32355	71000
The Adventures of Tintin	2011	107	77564037	Action	captain|morocco|ship|tintin|treasure	English	PG	135000000	USA	2.35	Color	http://www.imdb.com/title/tt0983193/?ref_=fn_tt_tt_1	7.4	440	447	177383	1	14000	4631	44000
Harry Potter and the Prisoner of Azkaban	2004	142	249358727	Adventure	magic|muggle|serial killer|traitor|wizard	English	PG	130000000	UK	2.35	Color	http://www.imdb.com/title/tt0304141/?ref_=fn_tt_tt_1	7.8	274	1504	382255	3	0	33284	11000
Australia	2008	165	49551662	Adventure	australia|cattle|darwin|drover|japanese	English	PG-13	130000000	Australia	2.35	Color	http://www.imdb.com/title/tt0455824/?ref_=fn_tt_tt_1	6.6	245	450	102338	0	1000	921	0
After Earth	2013	100	60522097	Action	box office flop|father son team|fear|race against time|real life father and son playing father and son	English	PG-13	130000000	USA	2.35	Color	http://www.imdb.com/title/tt1815862/?ref_=fn_tt_tt_1	4.9	349	744	158720	0	0	14168	37000
Dinosaur	2000	82	137748063	Adventure	egg|iguanodon|lemur|meteor|nesting grounds	English	PG	127500000	USA	1.85	Color	http://www.imdb.com/title/tt0130623/?ref_=fn_tt_tt_1	6.5	145	241	38438	1	0	2945	0
Harry Potter and the Deathly Hallows: Part II	2011			Action		English			UK		Color	http://www.imdb.com/title/tt1680310/?ref_=fn_tt_tt_1	7.5	1	2	381	1	0	11036	40
Night at the Museum: Secret of the Tomb	2014	98	113733726	Adventure	museum|museum of natural history manhattan new york city|night watchman|star died before release|tablet	English	PG	127000000	USA	1.85	Color	http://www.imdb.com/title/tt2692250/?ref_=fn_tt_tt_1	6.2	154	126	67223	7	189	53587	11000
Megamind	2010	95	148337537	Action	battle|city|planet|prison|superhero	English	PG	130000000	USA	2.35	Color	http://www.imdb.com/title/tt1001526/?ref_=fn_tt_tt_1	7.3	233	187	172754	3	96	46120	13000
Harry Potter and the Sorcerer's Stone	2001	159	317557891	Adventure	based on novel|birthday|evil wizard|quidditch|wizard	English	PG	125000000	UK	2.35	Color	http://www.imdb.com/title/tt0241527/?ref_=fn_tt_tt_1	7.5	258	1571	444683	4	0	13191	16000
